Project_ID,Project_Title,Project_Description,Category_re-coded,Category_Topic_Committee_Raw,Project_Status,Agency_Code,Process_ID,District-Ward_Name,Win_Text,Votes,PB_Cycle,Cost_Num,fiscal_year,cost_appropriated,Vote_Year,Latitude,Longitude,Name_Dept_Agency_CBO,Project_Status_Category,Project_Status_Detail,Story?
16NYC_470,Technology in High Schools: Rachel Carson High School,"Technology upgrades in I.S. 281, I.S. 228, and I.S. 239.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 47,Yes,459,,150000,FY17,"$150,000.00",2016,40.5786601,-73.9923915,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
16NYC_274,Adult Workout Stations in Russell Sage Playground,"Installing fitness equipment that can be utilized by individuals or small groups. The equipment will be placed at easily accessible areas, making it hassle free to exercise.",Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2016,NYCC District 29,No,458,,250000,,,2016,40.7239002,-73.8509361,,Lost vote,Lost vote,
15NYC_371,Safe Neighborhood Streets,There is a safety concern on East 59th Street and Glenwood Road in the form of a damaged sidewalk. Help us to protect the humans and animals who travel down that street.,Streets & Sidewalks,Streets and Transportation,In process: Part of Capital Plan - Funding Approved,DOT,PBNYC-2015,NYCC District 45,Yes,457,,40000,FY16,"$40,000.00",2015,40.6338281,-73.9204508,NYC Department of Transportation,In process,Part of Capital Plan - Funding,
17NYC_67,Outdoor Seating Area at Mill Brook Senior Center,"Outdoor seating area to include paving, benches and tables.",Social Support,Seniors,Not funded: Lost vote,,PBNYC-2017,NYCC District 8,No,456,,400000,,,2017,40.805931,-73.918447,,Lost vote,Lost vote,
17NYC_282,Auditorium Audio/Visual Upgrades,The school is in need of an upgraded AV system in the auditorium.,Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 27,No,456,,100000,,,2017,40.697498,-73.740713,,Lost vote,Lost vote,
17NYC_146,STEM Labs for 3 Local Schools in District 16,"STEM Labs for J.H.S. 325, J.H.S. 328, and J.H.S. 145 will provide students with a multifaceted modern education.",Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 16,No,455,,500000,,,2017,40.827699,-73.913814,,Lost vote,Lost vote,
18NYC_244,P.S. 21 Makerspace: Full S.T.E.A.M. Ahead,"Project would renovate computer lab into a state-of-the-art, fully engaging, interactive Makerspace for student use.",Schools,Education,Not funded: Lost vote,,PBNYC-2018,NYCC District 19,No,455,7,200000,,,2018,40.7741682,-73.8185428,,Lost vote,Lost vote,
15NYC_104,Amistad & Muscota Plumbing Upgrade,"In bathrooms at this co-located school, most children are not strong enough to flush the toilets and use the sinks. Support the health and sanitation of this school by supporting these upgrades!",Schools,Schools,Not funded: Lost vote,,PBNYC-2015,NYCC District 10,No,455,1,100000,,,2015,40.866706,-73.923948,,Lost vote,Lost vote,
18NYC_51,Hunts Point Recreation Center Upgrades,"Updated with exercise machines, equipment and increase the space for physical activity.",Schools,Arts Culture and Community Facilities,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 17,Yes ,454,7,100000,2019,"$100,000.00",2018,40.8149329,-73.8891723,,In process,Voted in 2018 PBNYC,
16NYC_1,Repair & Fitness Area: Sunken Playground,Repair & Fitness Area: Sunken Playground,Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2016,NYCC District 10,No,453,,485000,,,2016,40.8381037,-73.9362518,,Lost vote,Lost vote,
15NYC_353,Water Service for Thomas Cuite Park,"Restore water service to the water fountain in Thomas Cuite Park by excavating the street and replacing broken pipes. This local park has a playground and grassy area, located near the Prospect Expy.",Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2015,NYCC District 39,No,453,,350000,,,2015,40.6542433,-73.9793138,,Lost vote,Lost vote,
17NYC_287,P.S. 15 Gymnasium Upgrades,"This project would resurface the gym floor, provide basketball hoops, improve the lighting, bleachers, and scoreboard.",Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 27,No,453,,160000,,,2017,40.685999,-73.7567,,Lost vote,Lost vote,
15NYC_372,Technology & Media Space - Rugby Library,"Technology space to be incorporated into the schematic of the youth section of the branch renovation plan. Includes computers, printer/3D printer, and wiring for technology.",Libraries,Culture and Community Facilities,In process: Part of Capital Plan - Funding Approved,BPL,PBNYC-2015,NYCC District 45,Yes,453,,35000,FY16,"$35,000.00",2015,40.648725,-73.930067,Brooklyn Public Library,In process,Part of Capital Plan - Funding,
15NYC_173,P.S. 84 Electrical Upgrades,Upgrade the school's electrical system in order to support existing technology.,Schools,Schools,Not funded: Lost vote,,PBNYC-2015,NYCC District 22,No,451,1,100000,,,2015,40.771512,-73.90633,,Lost vote,Lost vote,
16NYC_327,Make Our School Cool! M.S. 126,Our building serves 3 schools and 1200 kids and needs wiring for AC in the classrooms and Auditorium! It's hard to concentrate and be good students when you're too hot! Give them a chance to succeed!,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 33,Yes,449,,400000,FY17,"$400,000.00",2016,40.719819,-73.948625,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
16NYC_77,Green Up District 7,Planting 100 street trees and installing tree guards.,Streets & Sidewalks,Parks & Recreation,In process: Part of Capital Plan - Funding Approved,DPR,PBNYC-2016,NYCC District 7,Yes,449,,300000,FY17,"$150,000.00",2016,40.8012339,-73.9723096,Department of Parks & Recreation,In process,Part of Capital Plan - Funding,
17NYC_499,Richmond Terrace Houses Basketball Courts,"Repaving, adding new basketball post and hoops, backboards, bleachers and a metal roof of two basketball courts.",Parks,Housing,Not funded: Lost vote,,PBNYC-2017,NYCC District 49,No,448,,500000,,,2017,40.645875,-74.087774,,Lost vote,Lost vote,
16NYC_238,School Auditorium Multimedia Upgrade,The project will provide a new sound and projection system for the school auditorium.,Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 27,No,448,,100000,,,2016,40.6859976,-73.7568074,,Lost vote,Lost vote,
16NYC_49,Video Surveillance for P.S. 75 and M.S. 250,Installation of a video surveillance system to be used by the school security desk to help monitor the school's special needs population at P.S. 75 and M.S. 250.,Safety,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 6,No,447,,225000,,,2016,40.795157,-73.973292,,Lost vote,Lost vote,
17NYC_367,Real Time Passenger Information (RTPI) Project,At least 50 new RTPI's in areas that are suitable would be a great improvement to District 31.,Transit,Streets,Not funded: Lost vote,,PBNYC-2017,NYCC District 31,No,446,,350000,,,2017,40.6039898,-73.7526994,,Lost vote,Lost vote,
16NYC_105,Board of Ed. 1st Recording Studio JHS 143,Board of Ed. 1st Recording Studio JHS 143,Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 10,No,446,,300000,,,2016,40.8493479,-73.9312464,,Lost vote,Lost vote,
16NYC_175,Bathroom Upgrade at P.S. 122,Update student bathrooms at P.S. 122.,Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 22,No,444,,455000,,,2016,40.780347,-73.916655,,Lost vote,Lost vote,
15NYC_45,Air Conditioning wiring for P.S. 191 Lunchroom,Wiring to create a split screen to provide air conditioning for the lunchroom in P.S. 191. This will provide a comfortable environment for students during the warmer months of the year.,Schools,Schools,Not funded: Lost vote,,PBNYC-2015,NYCC District 6,No,444,1,250000,,,2015,40.771925,-73.987328,,Lost vote,Lost vote,
18NYC_265,Beautify the Boulevard,This project will make Linden Boulevard a more desirable place to visit and shop by planting trees and flowers.,Streets & Sidewalks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2018,NYCC District 27,No,444,7,210000,,,2018,40.6749343,-73.8713099,,Lost vote,Lost vote,checked
16NYC_315,Upgrades to All-American Park/Sunset Cove,Upgrades to All-American Park/Sunset Cove in Broad Channel,Parks,Parks & Recreation,In process: Part of Capital Plan - Funding Approved,DPR,PBNYC-2016,NYCC District 32,Yes,443,,200000,FY17,"$200,000.00",2016,40.5961872,-73.8233077,Department of Parks & Recreation,In process,Part of Capital Plan - Funding,
14NYC_158,Beautify the blocks of Boro Park by planting 100 trees,"Beautify the blocks of Boro Park by adding 100 new trees in front of homes, business and parks",Streets & Sidewalks,Environmental Protection,In process: Pre-construction,DPR,PBNYC-2014,NYCC District 44,Yes,443,2,170000,FY15,"$170,000.00",2014,40.635519,-73.992469,Department of Parks & Recreation,In process,Pre-construction,
15NYC_265,Bus Trackers,This project will install electronic signs along eight of the major stops for the Q60 and Q23 bus routes that will tell riders when the next bus is arriving in real time.,Transit,Streets and Transportation,Not funded: Lost vote,,PBNYC-2015,NYCC District 29,No,441,,300000,,,2015,40.7152021,-73.8307242,,Lost vote,Lost vote,
16NYC_438,Replacement of Lake Mess Monster,A vessel that would grind up duck weed and other contaminants that cause visible pollution in the Prospect Park Lake.,Environment,Parks & Recreation,In process: Part of Capital Plan - Funding Approved,DPR,PBNYC-2016,NYCC District 40,Yes,440,,140000,FY17,"$140,000.00",2016,40.6550602,-73.9705141,Department of Parks & Recreation,In process,Part of Capital Plan - Funding,checked
15NYC_307,Passenger Van for Diana H. Jones Senior Center,This center gets visits from about 200 seniors daily. This 14-passenger van would help pick up and drop off seniors to the center.,Transit,Seniors,Not funded: Lost vote,,PBNYC-2015,NYCC District 34,No,439,,45000,,,2015,40.700163,-73.935675,,Lost vote,Lost vote,
16NYC_122,P.S. 280/M.S. 80 Auditorium Renovations,Replacement of outdated seating in the auditorium. Events and community meetings are held in the auditorium throughout the year.,Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 11,No,438,,275000,,,2016,40.876299,-73.881532,,Lost vote,Lost vote,
13NYC_93,Broad Channel Library Upgrades,"ADA Accessibility, new signage and outdoor space","Libraries,Social Support",Community Facilities,In process: In Design,QPL,PBNYC-2013,NYCC District 32,Yes,438,2,250000,FY14,"$250,000.00",2013,40.600838,-73.820374,Queens Public Library,In process,In Design,
18NYC_245,Adult Fitness Center At Powell’s Cove Park,Project would install adult fitness equipment within Powell’s Cove Park to promote good health and exercise.,Schools,Parks & Recreation,Not funded: Lost vote,,PBNYC-2018,NYCC District 19,No,437,7,200000,,,2018,40.7858375,-73.8383447,,Lost vote,Lost vote,
16NYC_73,Lighting Upgrades for Recreational Area,Inadequate lighting around playing fields. Gangs are exploiting two of the dark play areas while the inadequately lit paths are sites of frequent muggings. Proper lighting will enhance basic security.,Safety,Housing,Not funded: Lost vote,,PBNYC-2016,NYCC District 7,No,436,,500000,,,2016,40.8179376,-73.9543427,,Lost vote,Lost vote,
16NYC_299,Designing a Track in the School Yard,P.S.106 is in need of a track in the school yard. A track in the school yard would not only help beautify the school but also provide an activity that would promote an healthy lifestyle for the students.,Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 31,No,436,,500000,,,2016,40.593779,-73.767199,,Lost vote,Lost vote,
17NYC_283,Cambria Park Basketball Courts,This project will resurface the basketball courts and provide new boards.,Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2017,NYCC District 27,No,436,,375000,,,2017,40.6889572,-73.7430049,,Lost vote,Lost vote,
17NYC_294,Student Bathroom Upgrades,Two main student bathrooms in the school are in need of repair.,Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 27,No,436,,150000,,,2017,40.67618,-73.758453,,Lost vote,Lost vote,
16NYC_147,P.S. 159 Technology Upgrade,Project would allow P.S. 159 to acquire laptops for school community and student use. This upgrade will help enhance instruction and allow students greater learning opportunities.,Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 19,No,436,,105000,,,2016,40.76936,-73.783943,,Lost vote,Lost vote,
18NYC_310,Light Up Williamsburg Houses,To create visibility this project will upgrade lighting in outdoors spaces. Specific location to be determined.,Housing,Housing,Not funded: Lost vote,,PBNYC-2018,NYCC District 34,No,435,7,500000,,,2018,40.7102305,-73.9411256,,Lost vote,Lost vote,
16NYC_155,Basketball Court Renovation at MacNeil Park,"Project would renovate the MacNeil Park basketball court, including repaving and rim/backboard replacement. This project would also create an additional half-court for the park.",Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2016,NYCC District 19,No,431,,650000,,,2016,40.7928327,-73.8518567,,Lost vote,Lost vote,
18NYC_266,STEM/STEAM Mobile Science Carts,"Mobile science carts will be provided for students at these three schools: P.S. 95, P.S./I.S. 268 and I.S. 238.",Schools,Youth,Not funded: Lost vote,,PBNYC-2018,NYCC District 27,No,431,7,50000,,,2018,40.711288,-73.783282,,Lost vote,Lost vote,
18NYC_267,STEM/STEAM Mobile Science Carts,"Mobile science carts will be provided for students at these three schools: P.S. 95, P.S./I.S. 268 and I.S. 238.",Schools,Youth,Not funded: Lost vote,,PBNYC-2018,NYCC District 27,No,431,7,50000,,,2018,40.7076619,-73.7852463,,Lost vote,Lost vote,
18NYC_268,STEM/STEAM Mobile Science Carts,"Mobile science carts will be provided for students at these three schools: P.S. 95, P.S./I.S. 268 and I.S. 238.",Schools,Youth,Not funded: Lost vote,,PBNYC-2018,NYCC District 27,No,431,7,50000,,,2018,40.712772,-73.7801733,,Lost vote,Lost vote,
16NYC_325,Finish the Upgrades with P.S. 261 Computer Carts,P.S. 261 is a K-5 school with 800 students. Their wiring was upgraded but to utilize the improvements the students need new computers; four new carts will give them what they need!,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 33,Yes,431,,140000,FY17,"$40,000.00",2016,40.687466,-73.988288,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_308,Upgrade to Macri Triangle,"This project involves leveling the ground for proper drainage,adding a wall of evergreens to reduce air pollution and noise, adding fencing, and landscaping to beautify the area.",Parks,Parks & Recreation,Not funded: Lost vote,,PBNYC-2015,NYCC District 34,No,430,,400000,,,2015,40.714311,-73.9514345,,Lost vote,Lost vote,
15NYC_88,Corsi Benches,Installation of benches and re-paving of sidewalk in front of building.,Streets & Sidewalks,Seniors,Not funded: Lost vote,,PBNYC-2015,NYCC District 8,No,429,4,400000,,,2015,40.797489,-73.936856,,Lost vote,Lost vote,
15NYC_89,Technology Upgrades E. Roberts Moore Senior Center & Betances Community Center - 1 of 2,Technology upgrades at E. Roberts Moore Senior Center,Social Support,Culture and Community Facilities,Not funded: Lost vote,,PBNYC-2015,NYCC District 8,No,428,4,100000,,,2015,40.826466,-73.948424,,Lost vote,Lost vote,
15NYC_90,Technology Upgrades E. Roberts Moore Senior Center & Betances Community Center - 2 of 2,Technology upgrades at Betances Community Center.,Social Support,Culture and Community Facilities,Not funded: Lost vote,,PBNYC-2015,NYCC District 8,No,428,4,100000,,,2015,40.812481,-73.9096449,,Lost vote,Lost vote,
