Project_ID,Project_Title,Project_Description,Category_re-coded,Category_Topic_Committee_Raw,Project_Status,Agency_Code,Process_ID,District-Ward_Name,Win_Text,Votes,PB_Cycle,Cost_Num,fiscal_year,cost_appropriated,Vote_Year,Latitude,Longitude,Name_Dept_Agency_CBO,Project_Status_Category,Project_Status_Detail,Story?
18NYC_98,Springfield High School Bathroom Upgrade,New sinks with automatic faucets. Toilet upgrades. Stalls need to be taller and automatic soap dispensers needed.,Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 31,Yes ,1199,7,100000,2019,"$300,000.00",2018,40.6675872,-73.7581742,,In process,Voted in 2018 PBNYC,
18NYC_156,Advanced School Learning Upgrades,"Install and replace MacBooks, laptop carts and printers at P.S.16",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 49,Yes ,1199,7,67857,2019,"$68,000.00",2018,40.6397295,-74.0794421,,In process,Voted in 2018 PBNYC,
18NYC_157,Advanced School Learning Upgrades,"Install and replace MacBooks, laptop carts and printers at P.S.19",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 49,Yes ,1199,7,67857,2019,"$68,000.00",2018,40.630563,-74.1268879,,In process,Voted in 2018 PBNYC,
18NYC_158,Advanced School Learning Upgrades,"Install and replace MacBooks, laptop carts and printers at P.S.44",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 49,Yes ,1199,7,67857,2019,"$68,000.00",2018,40.6317517,-74.1569801,,In process,Voted in 2018 PBNYC,
18NYC_159,Advanced School Learning Upgrades,"Install and replace MacBooks, laptop carts and printers at P.S.57",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 49,Yes ,1199,7,67857,2019,"$68,000.00",2018,40.611093,-74.0835263,,In process,Voted in 2018 PBNYC,
18NYC_160,Advanced School Learning Upgrades,"Install and replace MacBooks, laptop carts and printers at P.S.74",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 49,Yes ,1199,7,67857,2019,"$68,000.00",2018,40.6388141,-74.0795339,,In process,Voted in 2018 PBNYC,
18NYC_161,Advanced School Learning Upgrades,"Install and replace MacBooks, laptop carts and printers at I.S. 49",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 49,Yes ,1199,7,67857,2019,"$68,000.00",2018,40.6206375,-74.0809565,,In process,Voted in 2018 PBNYC,
18NYC_162,Advanced School Learning Upgrades,"Install and replace MacBooks, laptop carts and printers at & Curtis H.S.",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 49,Yes ,1199,7,67857,2019,"$68,000.00",2018,40.645186,-74.0816561,,In process,Voted in 2018 PBNYC,
15NYC_341,PS 179 Auditorium Renovation,"A Title 1 school with 1,000 students; 45% are English Language Learners. The renovation would make a decrepit auditorium functional with a wireless sound system, new curtains and a refurbished stage.",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 39,Yes,1196,,230000,FY16,"$230,000.00",2015,40.640463,-73.977642,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_504,Start-up Support for New Tenant Union,Start-up Support for New Tenant Union,Social Support,,Not funded: Lost vote,,PBNYC-2017,NYCC District 39,No,1195,6,,,,2017,40.6689165,-73.9868913,,Lost vote,Lost vote,checked
18NYC_192,South 2 - Bronx Prep Gym Renovation,"Redo gym floor, install bleachers, paint and install a new sound system",Schools,Education,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 8,Yes ,1184,7,360000,2019,"$600,000.00",2018,40.8137231,-73.9206428,,In process,Voted in 2018 PBNYC,
18NYC_70,Technology Upgrade at Borden Avenue Veterans Shelter,"Technology upgrades will include new computers, network infrastructure upgrades and a new facility-wide paging system.",Schools,Housing,In process: Part of Capital Plan - Funding Approved,,PBNYC-2018,NYCC District 26,Yes ,1182,7,79000,2019,"$40,000.00",2018,40.7399771,-73.9493916,,In process,Voted in 2018 PBNYC,
17NYC_92,WHEELS/I.S.143 Athletic Facilities Upgrade,"Bleachers, a fitness center & locker rooms installed in a 52 year old DOE building used by I.S.143, WHEELS, and Alianza.",Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 10,No,1178,,400000,,,2017,40.8490987,-73.9311063,,Lost vote,Lost vote,
18NYC_311,M.S. 113 Auditorium,Upgrade outdated sound booth and equipment in the auditorium to improve the performing arts program.,Schools,Education,Not funded: Lost vote,,PBNYC-2018,NYCC District 35,No,1174,7,250000,,,2018,40.6885037,-73.9713999,,Lost vote,Lost vote,
16NYC_305,New Weight Room,The Far Rockaway High School weight room needs new equipment so students do not get injured; it also needs new lockers.,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 31,Yes,1172,,200000,FY17,"$200,000.00",2016,40.60201,-73.762795,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_377,"New Lockers for 13 Classrooms, Robert Fulton School",M.S. 8 has no lockers for students. New lockers would give students a place to put their textbooks and belongings.,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 33,Yes,1171,,115000,FY18,"$115,000.00",2017,40.69489,-73.985328,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_329,Red Hook Library Multimedia Room,"Installing a smart board and projector, computers, surround sound speakers, and audio recording equipment in Red Hook Library, to provide more resources for better productivity.",Libraries,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 38,Yes,1171,,50000,FY16,"$50,000.00",2015,40.675513,-74.010249,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
16NYC_108,Science/Media Labs for D6 STEAM Center,Science/Media Labs for D6 STEAM Center,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 10,Yes,1170,,350000,FY17,"$350,000.00",2016,40.795012,-73.9655557,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
16NYC_220,Playground Upgrade for P.S. 112,The play yard needs to be resurfaced and needs equipment such as swings and other items suitable for children in grades K-8. The Kindergarten children have a small play area and only a play tunnel.,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 26,Yes,1169,,500000,FY17,"$500,000.00",2016,40.756891,-73.934523,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
14NYC_65,"SMART Boards, PS 33Q Site 1 of 5","Public School 33Q, Edward M. Funk, 91-37 222nd Street, Queens Village -- 40 SMART Boards ",Schools,Schools,In process: Scoping,SCA,PBNYC-2014,NYCC District 23,Yes,1166,2,450000,FY15,"$450,000.00",2014,40.7127753,-74.0059728,New York City School Construction Authority,In process,Scoping,
14NYC_66,"SMART Boards,  IS 109Q Site 2 of 5","Intermediate School 109Q, Jean Nuzzi, 213-10 92nd Avenue, Queens Village -- 20 SMART Boards ",Schools,Schools,In process: Scoping,SCA,PBNYC-2014,NYCC District 23,Yes,1166,2,450000,FY15,"$450,000.00",2014,40.7127753,-74.0059728,New York City School Construction Authority,In process,Scoping,
14NYC_67,"SMART Boards, PS/IS 266Q Site 3 of 5","PS/IS 266Q, 74-10 Commonwealth Boulevard, Bellerose -- 15 SMART Boards ",Schools,Schools,In process: Scoping,SCA,PBNYC-2014,NYCC District 23,Yes,1166,2,450000,FY15,"$450,000.00",2014,40.7127753,-74.0059728,New York City School Construction Authority,In process,Scoping,
14NYC_68,"SMART Boards, Benjamin N. Cardozo High School Site 4 of 5","Benjamin N. Cardozo High School, 57-00 223rd Street, Oakland Gardens -- 5 SMART Boards ",Schools,Schools,In process: Scoping,SCA,PBNYC-2014,NYCC District 23,Yes,1166,2,450000,FY15,"$450,000.00",2014,40.7127753,-74.0059728,New York City School Construction Authority,In process,Scoping,
14NYC_69,"SMART Boards, Queens High School of Teaching Site 5 of 5","Queens High School of Teaching, 74-20 Commonwealth Boulevard -- 20 SMART Boards",Schools,Schools,In process: Scoping,SCA,PBNYC-2014,NYCC District 23,Yes,1166,2,450000,FY15,"$450,000.00",2014,40.7127753,-74.0059728,New York City School Construction Authority,In process,Scoping,
16NYC_414,Community Board 6 Repair and Resurfacing,"The streets are starting to wear out after years of improper care, resulting in dangerous cracks and potholes that cause accidents. White lanes have not been repainted, thus heightening the potential for accidents (for motorists and pedestrians) and irresponsible driving.",Streets & Sidewalks,Transit,Not funded: Lost vote,,PBNYC-2016,NYCC District 38,No,1165,,250000,,,2016,40.6861074,-73.9947695,,Lost vote,Lost vote,
16NYC_139,Bronx Park East Physical Exercise Equipment,Construct physical exercise equipment in Bronx Park.,Parks,Parks & Recreation,In process: Part of Capital Plan - Funding Approved,DPR,PBNYC-2016,NYCC District 15,Yes,1165,,200000,FY17,"$400,000.00",2016,40.8605932,-73.870666,Department of Parks & Recreation,In process,Part of Capital Plan - Funding,
15NYC_35,Mobile Food Pantry for West Side Campaign against Hunger,Purchasing a specialized van to serve as a food pantry to provide food & social services to those in need. The van will be operated & maintained by the West Side Campaign against Hunger,Social Support,Culture and Community Facilities,In process: Part of Capital Plan - Funding Approved,"DCLA,WSCAH",PBNYC-2015,NYCC District 6,Yes,1163,1,250000,FY16,"$230,000.00",2015,40.788672,-73.977332,"NYC Department of Cultural Affairs, West Side Campaign Against Hunger",In process,Part of Capital Plan - Funding,
17NYC_402,Electrical Upgrade at Grand Street Campus,This electrical upgrade will set the building up for an air-conditioning system in the future.,Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 34,No,1160,,300000,,,2017,40.712076,-73.939684,,Lost vote,Lost vote,
16NYC_137,TAPCO Lockers,Install 80 lockers to create a girl's locker room for Theater Arts Production Company School. There are currently no lockers for female students.,Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 15,No,1160,,200000,,,2016,40.854493,-73.896717,,Lost vote,Lost vote,checked
17NYC_95,Cameras for the Police Precincts,"Security cameras for the 47th, 50th, and 52nd Police Precincts, $100,000 each",Safety,Public Safety,In process: Part of Capital Plan - Funding Approved,NYPD,PBNYC-2017,NYCC District 11,Yes,1159,,300000,FY18,"$300,000.00",2017,40.8817563,-73.880657,New York Police Department,In process,Part of Capital Plan - Funding,
17NYC_335,Glendale Library Computer and Furniture Upgrades,This project will provide modern computers with versatile computer furniture for the Glendale Library.,Libraries,"Arts, Culture & Community Facilities",In process: Part of Capital Plan - Funding Approved,QPL,PBNYC-2017,NYCC District 30,Yes,1155,,40000,FY18,"$40,000.00",2017,40.710569,-73.878935,Queens Public Library,In process,Part of Capital Plan - Funding,
18NYC_381,Technology Upgrades for Three East Harlem Schools,"Technology upgrades for Manhattan Center High School, Renaissance School of the Arts, and Tag Young Scholars",Schools,Education,Not funded: Lost vote,,PBNYC-2018,NYCC District 8,No,1152,7,350000,,,2018,40.7943534,-73.9329763,,Lost vote,Lost vote,
17NYC_451,Technology Upgrades,"Teacher resource stations, computers & much needed equipment to improve learning for diverse, often immigrant, children.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 40,Yes,1152,,250000,FY18,"$250,000.00",2017,40.63374,-73.965956,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
16NYC_302,Locker Room Renovations,Far Rockaway Educational Campus is made up of other schools and is in need of a better locker room. It reminds people of a dungeon. The lighting is terrible and can be dangerous,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 31,Yes,1151,,500000,FY17,"$500,000.00",2016,40.60201,-73.762795,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
14NYC_142,"Laptops at PS 130, 230, and 321 for student and adult learners",Enable tech access across diverse communities: laptop carts for 3rd-5th graders at PS 130,Schools,Education,In process: Scoping,SCA,PBNYC-2014,NYCC District 39,Yes,1150,3,195000,FY15,"$195,000.00",2014,40.648959,-73.9758479,New York City School Construction Authority,In process,Scoping,
14NYC_143,"Secure the Future: Laptops at PS 130, 230 & 321 - 2 of 3",Enable tech access across diverse communities: laptop carts for 3rd-5th graders at PS 321,Schools,Education,In process: Scoping,SCA,PBNYC-2014,NYCC District 39,Yes,1150,3,195000,FY15,"$195,000.00",2014,40.6716692,-73.9783396,New York City School Construction Authority,In process,Scoping,
14NYC_144,"Secure the Future: Laptops at PS 130, 230 & 321 - 3 of 3",Enable tech access across diverse communities: laptop carts for PS 230's ELL adult program ,Schools,Education,In process: Scoping,SCA,PBNYC-2014,NYCC District 39,Yes,1150,3,195000,FY15,"$195,000.00",2014,40.6453183,-73.9802923,New York City School Construction Authority,In process,Scoping,
17NYC_320,Auditorium Upgrades - 1 of 5,Upgrade AV systems or acoustics in these schools.,Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 29,No,1149,,600000,,,2017,40.715537,-73.843379,,Lost vote,Lost vote,
17NYC_321,Auditorium Upgrades - 2 of 5,Upgrade AV systems or acoustics in these schools.,Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 29,No,1149,,600000,,,2017,40.720572,-73.861471,,Lost vote,Lost vote,
17NYC_322,Auditorium Upgrades - 3 of 5,Upgrade AV systems or acoustics in these schools.,Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 29,No,1149,,600000,,,2017,40.7365,-73.8518454,,Lost vote,Lost vote,
17NYC_323,Auditorium Upgrades - 4 of 5,Upgrade AV systems or acoustics in these schools.,Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 29,No,1149,,600000,,,2017,40.727995,-73.862551,,Lost vote,Lost vote,
17NYC_324,Auditorium Upgrades - 5 of 5,Upgrade AV systems or acoustics in these schools.,Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 29,No,1149,,600000,,,2017,40.7322865,-73.8530536,,Lost vote,Lost vote,
14NYC_81,PS/MS 43 Computer Lab,"31 Desktop Computers (IMac), Wired Internet, Rewiring of Room 405, Circular tables, Matching computer chairs, Three Smart Boards, Floor coverings, Ethernet cables, Headphones.",Schools,Public Schools,In process: Scoping,SCA,PBNYC-2014,NYCC District 31,Yes,1149,1,150000,FY15,"$150,000.00",2014,40.593771,-73.76173,New York City School Construction Authority,In process,Scoping,
16NYC_354,Visual Arts Classroom Upgrade,"This upgrade at MS 50/El Puente Community School calls for upgrades to lighting for accurate color work, ceiling tracks to hang 3-D art work, and new floors for an all around visual arts experience.",Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 34,No,1148,,200000,,,2016,40.711704,-73.960275,,Lost vote,Lost vote,checked
15NYC_180,Technology Upgrades at 9 Schools Within the Council District - 1 of 9,"A combination of desktops, laptops & printers for P.S. 18Q, 26Q ,115Q, 188Q, P4 @ 179Q & 213Q, Queens High School of Teaching, 811Q @ QHST & Main Building, Marathon Parkway",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 23,Yes,1146,3,455000,FY16,"$455,000.00",2015,40.7320906,-73.73216,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_181,Technology Upgrades at 9 Schools Within the Council District - 2 of 9,"A combination of desktops, laptops & printers for P.S. 18Q, 26Q ,115Q, 188Q, P4 @ 179Q & 213Q, Queens High School of Teaching, 811Q @ QHST & Main Building, Marathon Parkway",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 23,Yes,1146,3,455000,FY16,"$455,000.00",2015,40.736575,-73.778081,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_182,Technology Upgrades at 9 Schools Within the Council District - 3 of 9,"A combination of desktops, laptops & printers for P.S. 18Q, 26Q ,115Q, 188Q, P4 @ 179Q & 213Q, Queens High School of Teaching, 811Q @ QHST & Main Building, Marathon Parkway",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 23,Yes,1146,3,455000,FY16,"$455,000.00",2015,40.7438573,-73.7092974,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_183,Technology Upgrades at 9 Schools Within the Council District - 4 of 9,"A combination of desktops, laptops & printers for P.S. 18Q, 26Q ,115Q, 188Q, P4 @ 179Q & 213Q, Queens High School of Teaching, 811Q @ QHST & Main Building, Marathon Parkway",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 23,Yes,1146,3,455000,FY16,"$455,000.00",2015,40.7361188,-73.7535742,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_184,Technology Upgrades at 9 Schools Within the Council District - 5 of 9,"A combination of desktops, laptops & printers for P.S. 18Q, 26Q ,115Q, 188Q, P4 @ 179Q & 213Q, Queens High School of Teaching, 811Q @ QHST & Main Building, Marathon Parkway",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 23,Yes,1146,3,455000,FY16,"$455,000.00",2015,40.7416616,-73.7783377,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_185,Technology Upgrades at 9 Schools Within the Council District - 6 of 9,"A combination of desktops, laptops & printers for P.S. 18Q, 26Q ,115Q, 188Q, P4 @ 179Q & 213Q, Queens High School of Teaching, 811Q @ QHST & Main Building, Marathon Parkway",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 23,Yes,1146,3,455000,FY16,"$455,000.00",2015,40.7475242,-73.7453811,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_186,Technology Upgrades at 9 Schools Within the Council District - 7 of 9,"A combination of desktops, laptops & printers for P.S. 18Q, 26Q ,115Q, 188Q, P4 @ 179Q & 213Q, Queens High School of Teaching, 811Q @ QHST & Main Building, Marathon Parkway",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 23,Yes,1146,3,455000,FY16,"$455,000.00",2015,40.744121,-73.728799,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_187,Technology Upgrades at 9 Schools Within the Council District - 8 of 9,"A combination of desktops, laptops & printers for P.S. 18Q, 26Q ,115Q, 188Q, P4 @ 179Q & 213Q, Queens High School of Teaching, 811Q @ QHST & Main Building, Marathon Parkway",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 23,Yes,1146,3,455000,FY16,"$455,000.00",2015,40.7561922,-73.7286713,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
15NYC_188,Technology Upgrades at 9 Schools Within the Council District - 9 of 9,"A combination of desktops, laptops & printers for P.S. 18Q, 26Q ,115Q, 188Q, P4 @ 179Q & 213Q, Queens High School of Teaching, 811Q @ QHST & Main Building, Marathon Parkway",Schools,Schools,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2015,NYCC District 23,Yes,1146,3,455000,FY16,"$455,000.00",2015,40.7416616,-73.7783377,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
16NYC_291,Smart Boards for Schools - 1 of 2,Fifteen SMART Boards for each of the listed schools will allow for the integration of various technologies within the classroom to improve the learning experiences of students!,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 30,Yes,1146,,250000,FY17,"$250,000.00",2016,40.7116318,-73.9091661,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
16NYC_292,Smart Boards for Schools - 2 of 2,Fifteen SMART Boards for each of the listed schools will allow for the integration of various technologies within the classroom to improve the learning experiences of students!,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 30,Yes,1146,,250000,FY17,"$250,000.00",2016,40.7119507,-73.8715555,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
16NYC_298,Classroom Upgrade in P.S. 183Q,The classrooms are in need of electrical outlets and approximately 35 smart boards in each of the classrooms to help our students further their educations.,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 31,Yes,1145,,250000,FY17,"$250,000.00",2016,40.589508,-73.805361,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
16NYC_131,Jungle Gym at P.S. 54,Construct a jungle gym in the yard of P.S. 54.,Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 15,No,1144,,150000,,,2016,40.864527,-73.887829,,Lost vote,Lost vote,
16NYC_145,Bayside High School Music Educational Complex,"Project will fund phase three of state-of-the-art music studio for Bayside High School, which has 350 students in their ""Career and Technical Education"" music production and performance program.",Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2016,NYCC District 19,Yes,1144,,450000,FY17,"$450,000.00",2016,40.771755,-73.780296,New York City School Construction Authority,In process,Part of Capital Plan - Funding,checked
17NYC_262,Auditorium Upgrades at P.S. 166 & P.S. 111 - 1 of 2,P.S.166 needs upgrades to improve the school's performance space. P.S.111 is in need of new seats in the auditorium.,Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 26,No,1142,,300000,,,2017,40.757495,-73.92584,,Lost vote,Lost vote,
17NYC_263,Auditorium Upgrades at P.S. 166 & P.S. 111 - 2 of 2,P.S.166 needs upgrades to improve the school's performance space. P.S.111 is in need of new seats in the auditorium.,Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 26,No,1142,,300000,,,2017,40.757495,-73.92584,,Lost vote,Lost vote,
17NYC_202,Accessible Entrance for Queens Library at Astoria,"Add automatic sliding doors, fix driveway and, if needed, remove steps to benefit seniors and people with disabilities.",Libraries,"Arts, Culture & Community Facilities",In process: Part of Capital Plan - Funding Approved,QPL,PBNYC-2017,NYCC District 22,Yes,1140,,250000,FY18,"$250,000.00",2017,40.772322,-73.928612,Queens Public Library,In process,Part of Capital Plan - Funding,
17NYC_19,P.S. 198/77 Playground Renovation,Provide resurfacing and equipment for play area servicing two public elementary schools and remove diseased tree.,Schools,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 5,Yes,1139,,500000,FY18,"$500,000.00",2017,40.785009,-73.949951,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
17NYC_378,Real Time Bus Clocks,"Electronic signs that provide live, up-to-date arrival times at 12 stops along the B62/B32 bus routes.",Transit,Transit,In process: Part of Capital Plan - Funding Approved,DOT,PBNYC-2017,NYCC District 33,Yes,1135,,300000,FY18,"$300,000.00",2017,40.6866124,-73.984625,NYC Department of Transportation,In process,Part of Capital Plan - Funding,
16NYC_301,Gymnasium Upgrade in P.S. 183Q,The gymnasium is in need of basketball hoops for our kids. The gym is also in need of bleachers so the school can invite parents and the community to school activities.,Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 31,No,1133,,300000,,,2016,40.589508,-73.805361,,Lost vote,Lost vote,
18NYC_292,P.S. 52 Auditorium Upgrade,"Need new floors, chairs, stage curtains, lighting, audio system upgrade and new paint for the walls.",Schools,Education,Not funded: Lost vote,,PBNYC-2018,NYCC District 31,No,1132,7,750000,,,2018,40.6613327,-73.7668134,,Lost vote,Lost vote,
18NYC_312,P.S. 705 Auditorium Upgrade,Update auditorium’s AV and sound system to improve performance space. Community use of the space will be encouraged.,Schools,Education,Not funded: Lost vote,,PBNYC-2018,NYCC District 35,No,1131,7,150000,,,2018,40.6769629,-73.9600909,,Lost vote,Lost vote,
17NYC_89,"SmartBoards or Laptops for JHS 52,PS 98 & PSMS 278 - 1 of 3",Allow these schools to purchase updated technology so that their students have access to essential learning resources.,Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 10,No,1128,,180000,,,2017,40.8659143,-73.925157,,Lost vote,Lost vote,
17NYC_90,"SmartBoards or Laptops for JHS 52,PS 98 & PSMS 278 - 2 of 3",Allow these schools to purchase updated technology so that their students have access to essential learning resources.,Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 10,No,1128,,180000,,,2017,40.8678226,-73.917818,,Lost vote,Lost vote,
17NYC_91,"SmartBoards or Laptops for JHS 52,PS 98 & PSMS 278 - 3 of 3",Allow these schools to purchase updated technology so that their students have access to essential learning resources.,Schools,Education,Not funded: Lost vote,,PBNYC-2017,NYCC District 10,No,1128,,180000,,,2017,40.8715667,-73.9123373,,Lost vote,Lost vote,
16NYC_136,P.S. 23 Playground Renovation,"Renovate the playground of P.S. 23, including a new jungle gym.",Schools,Education,Not funded: Lost vote,,PBNYC-2016,NYCC District 15,No,1123,,400000,,,2016,40.85294,-73.894742,,Lost vote,Lost vote,
16NYC_416,"""Mobile Studios"" for Artists and Orgs in Gowanus","Three ""mobile studios"" - small, mobile workplaces - for artists and community organizations that will enliven underused areas and engage the public on local issues like displacement and resiliency.",Arts & Culture,"Arts, Culture & Community",In process: Part of Capital Plan - Funding Approved,DCA,PBNYC-2016,NYCC District 39,Yes,1122,,150000,FY17,"$150,000.00",2016,40.6689165,-73.9868913,Department of Consumer Affairs,In process,Part of Capital Plan - Funding,
17NYC_419,Sumner Houses Basketball Court Reconstruction,"Full reconstruction and resurfacing of basketball court including hoops, netting and bleachers. ",Parks,Housing,In process: Part of Capital Plan - Funding Approved,NYCHA,PBNYC-2017,NYCC District 36,Yes,1120,,500000,FY18,"$500,000.00",2017,40.6983568,-73.9404644,New York City Housing Authority,In process,Part of Capital Plan - Funding,
17NYC_450,New Play Yard for Ditmas Park,"Renovate the cracked and often flooded asphalt lot, to create a safer and more engaging public space for families.",Parks,Parks & Recreation,In process: Part of Capital Plan - Funding Approved,DPR,PBNYC-2017,NYCC District 40,Yes,1118,,500000,FY18,"$500,000.00",2017,40.641329,-73.96567,Department of Parks & Recreation,In process,Part of Capital Plan - Funding,
17NYC_477,Security Cameras,NYPD security cameras will be installed in various locations in District 47.,Safety,Public Safety,In process: Part of Capital Plan - Funding Approved,NYPD,PBNYC-2017,NYCC District 47,Yes,1116,,140000,FY16,"$350,000.00",2017,40.576086,-73.98994,New York Police Department,In process,Part of Capital Plan - Funding,
16NYC_425,Curb Extension & Safer Crossing- Carroll Park,The installation of a curb extension at this very busy intersection would shorten the crossing distance and promote pedestrian safety for families and residents using Carroll Park.,Streets & Sidewalks,Transit,In process: Part of Capital Plan - Funding Approved,DOT,PBNYC-2016,NYCC District 39,Yes,1115,,150000,FY17,"$150,000.00",2016,40.6812493,-73.9967629,NYC Department of Transportation,In process,Part of Capital Plan - Funding,
18NYC_246,Hydroponics Lab at Long Island City High School,"1 smart board, 10+ modular units with pest management, 10+ lights per station, 1 composting station, 1 weather station.",Schools,Education,Not funded: Lost vote,,PBNYC-2018,NYCC District 22,No,1114,7,250000,,,2018,40.762045,-73.92674,,Lost vote,Lost vote,
17NYC_94,Accessible Bathrooms for Disabled Patrons,Library's bathrooms would be renovated to make them accessible to patrons with disabilities.,Libraries,"Arts, Culture & Community Facilities",In process: Part of Capital Plan - Funding Approved,NYPL,PBNYC-2017,NYCC District 11,Yes,1114,,500000,FY18,"$500,000.00",2017,40.9037238,-73.9028283,New York Public Library,In process,Part of Capital Plan - Funding,
15NYC_360,Beautify Boro Park,Planting 100 new trees throughout Boro Park to beautify the neighborhood.,Parks,Streets and Transportation,In process: Part of Capital Plan - Funding Approved,DOT,PBNYC-2015,NYCC District 44,Yes,1110,,170000,FY16,"$170,000.00",2015,40.633545,-73.983328,NYC Department of Transportation,In process,Part of Capital Plan - Funding,
17NYC_415,Fitness Initiative #Fitsmart,"Basketball court renovations for 2 gyms at MS 35, update fitness room, spin bikes, elliptical trainers & aerobics mats.",Parks,Education,In process: Part of Capital Plan - Funding Approved,SCA,PBNYC-2017,NYCC District 36,Yes,1109,,77035,FY18,"$80,000.00",2017,40.681708,-73.935591,New York City School Construction Authority,In process,Part of Capital Plan - Funding,
